1,600000,60000,500,4000,750,4100,0.082
2,600000,60000,2100,4550,700,3550,0.089
3,600000,60000,50,3450,350,3100,0.076
4,600000,60000,1900,4500,400,3700,0.057
5,600000,60000,950,3500,400,2900,0.076
6,600000,60000,2900,4950,550,3050,0.085
7,600000,60000,450,3050,1000,3450,0.068
8,600000,60000,400,3550,200,3500,0.059
9,600000,60000,2600,4950,500,3600,0.07
10,600000,60000,0,2600,650,3000,0.08
11,600000,60000,900,2900,1000,4400,0.087
12,600000,60000,2050,4550,100,3400,0.084
13,600000,60000,1000,4900,950,4700,0.078
14,600000,60000,100,3400,0,3100,0.072
15,600000,60000,600,4100,850,4100,0.069
16,600000,60000,500,2600,500,2500,0.06
17,600000,60000,1550,3550,450,4850,0.058
18,600000,60000,900,4100,2850,4900,0.063
19,600000,60000,450,3100,650,3600,0.056
20,600000,60000,1000,3050,550,4450,0.075
21,600000,60000,1600,4900,0,3300,0.05
22,600000,60000,1050,4000,400,3200,0.072
23,600000,60000,2050,4600,700,3500,0.05
24,600000,60000,50,2500,1700,4400,0.072
25,600000,60000,1400,4600,400,4900,0.079
26,600000,60000,400,3600,1450,3550,0.057
27,600000,60000,400,4950,100,4000,0.062
28,600000,60000,1000,3100,300,3050,0.066
29,600000,60000,0,4450,2250,4450,0.063
30,600000,60000,2000,4450,200,4950,0.051
