1,600000,60000,550,3000,50,3200,0.074
2,600000,60000,1100,3450,2450,4750,0.064
3,600000,60000,1600,4000,50,4350,0.071
4,600000,60000,1500,3950,100,3400,0.078
5,600000,60000,1450,4950,950,4850,0.076
6,600000,60000,1500,4950,600,4100,0.068
7,600000,60000,1950,4450,500,4950,0.085
8,600000,60000,2500,4550,1000,3400,0.063
9,600000,60000,400,4000,1500,3950,0.081
10,600000,60000,1100,4450,1000,3000,0.064
11,600000,60000,1450,4900,1400,4950,0.059
12,600000,60000,0,4450,1150,4500,0.085
13,600000,60000,1400,3450,2000,4750,0.05
14,600000,60000,900,4000,0,4600,0.059
15,600000,60000,900,4050,1550,4550,0.075
16,600000,60000,950,3550,1950,4050,0.076
17,600000,60000,400,3500,750,4950,0.084
18,600000,60000,1550,4100,450,4850,0.05
19,600000,60000,1050,3600,2200,4400,0.084
20,600000,60000,400,4100,550,4400,0.086
21,600000,60000,1900,4450,1000,3550,0.065
22,600000,60000,600,3100,550,3750,0.072
23,600000,60000,100,2450,1100,4500,0.07
24,600000,60000,450,4100,350,4050,0.053
25,600000,60000,1050,4450,1000,4100,0.082
26,600000,60000,900,3050,700,4550,0.056
27,600000,60000,50,3400,50,4600,0.085
28,600000,60000,1400,3950,450,3450,0.082
29,600000,60000,500,3000,600,3550,0.076
30,600000,60000,1050,4450,1400,3600,0.054
31,600000,60000,550,4550,900,4150,0.068
32,600000,60000,1500,4050,950,4000,0.081
33,600000,60000,1400,4050,1950,4400,0.077
34,600000,60000,1000,3400,0,4100,0.059
35,600000,60000,100,4400,500,3000,0.085
36,600000,60000,450,4100,2000,4200,0.075
37,600000,60000,50,4600,250,4950,0.061
38,600000,60000,400,4050,0,2900,0.084
39,600000,60000,950,4950,1450,4350,0.064
40,600000,60000,2400,4500,1050,4550,0.053
41,600000,60000,1050,4600,400,2550,0.069
42,600000,60000,1450,3600,50,3650,0.07
43,600000,60000,550,3100,100,2950,0.068
44,600000,60000,550,3900,550,3300,0.086
45,600000,60000,1000,4400,0,3850,0.083
46,600000,60000,100,4100,2100,4950,0.083
47,600000,60000,100,3100,500,4450,0.061
48,600000,60000,500,3400,2100,4150,0.063
49,600000,60000,1400,4500,700,3450,0.079
50,600000,60000,100,2950,400,4600,0.06
51,600000,60000,400,2900,2800,4950,0.08
52,600000,60000,450,4000,350,4550,0.088
53,600000,60000,450,4450,2050,4300,0.083
54,600000,60000,950,3050,2050,4450,0.076
55,600000,60000,2550,4900,1550,4650,0.072
56,600000,60000,1000,3400,500,2700,0.072
57,600000,60000,500,3950,600,4200,0.053
58,600000,60000,1400,4050,200,3500,0.063
59,600000,60000,50,4000,1550,4750,0.085
60,600000,60000,1100,3450,1300,4450,0.075
